global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
921.8213005781132	-10.82324652660759	117.14266537572328	849754.5101995241	1082.5398570714372	-9.81110759263629	1171892.5421482476	96.25783219428546	854.0354816921982	-3.656502290083608	13.370008997386671	729376.6039892251	873.0749198001989	784.1995476192898	1.442708	30.353342	0.2151411451636539	0.1207613384660888	-0.0075370683	-0.1515457213	-0.0137160135	-0.0329134981	0.0487076254	-0.0341929303	0.1316320887	-0.0917466446	0.0721237284	-0.0504337516	0.083406531	-0.0892406354	-0.1408944023	0.0381586933	0.0828090519	-0.1005528812	-0.0808710518	-0.083107376	0.1264186059	0.1355494287	0.0816992236	-0.2313392803	-0.088337822	0.0830128121	0.1540120332	0.0271079231	0.030633161	0.1385644705	0.0119176071	0.108832628	0.0969808952	0.1213164899	-0.021630468	0.0389070831	0.0430133194	-0.1094462042	-0.0285828776	0.0560924275	0.0365436295	0.0713403761	0.1243974082	0.0813888032	0.1738933905	-0.1871979336	0.0274941637	-0.0101639094	-0.0801355164	-0.1547419783	0.078700043	-0.0138031589	-0.08364025	0.0068928125	0.2083896975	-0.0840554404	-0.126898092	0.0837798037	0.0415691347	-0.1460144405	-0.0389412906	0.1109968556	0.0420592388	0.1426960363	0.0938029984	-0.179387637	-0.138325916	-0.0019597604	-0.2739868437	0.0001170205	0.0957399594	-0.0331857865	-0.0407807502	0.089143293	-0.0417828369	-0.1619748953	-0.1136855122	-0.0587716929	0.1288221116	0.0450932408	-0.2205957942	-0.0253308372	-0.1659641785	-0.0747165246	0.0528892902	-0.1737425224	0.0093865768	-0.0585630528	0.1248254067	-0.0784018143	-0.113276333	-0.0615883245	0.0140999728	0.0069737914	-9.24723e-05	-0.0896893177	-0.142780828	0.0377918853	-0.0342007072	-0.0480032587	0.1054279714	0.0430942802	-0.0350428114	-0.1003291122	-0.0503628728412905	-0.021988347832007	0.0025364189608279	0.0004834874403813	0.0134969296817928	0.0307796545643128	0.0009473871350984	0.0001821671108352	-0.0092379150567012	0.0981277580528541	0.0096290569004794	8.533907459482674e-05	0.0025139295998508	-0.0009438855214216	8.90919877549326e-07	6.319842033006003e-06	0.000609226100221	6.81930780897001e-05	3.71156441190488e-07	4.650295899347936e-09	-0.001411768845822	-0.0002728290947783	1.993091274033582e-06	7.443571495754663e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.1832140015638	-0.6380865765494264	0.4071544791725669	848578.5137582509	1076.7988575281722	-5.740999543264934	1159495.779573977	32.95907575576818	853.4801509425578	-0.5553307496404614	0.3083922414962368	728428.3680529312	872.4319201614167	763.9674106962887	0.910367	19.153341	0.1419351245311908	0.0921645850272859	0.0811375573	-0.1604613296	-0.0509143461	-0.0797485793	0.0518166422	0.1158466745	0.1135599839	-0.1315647178	-0.0038045019	-0.017464934	0.0983692851	-0.0975349389	-0.0230931238	0.075309087	0.0043651603	-0.0807681232	-0.1924980869	-0.018988272	0.0741347143	0.0563152913	-0.0102842183	-0.1276520072	0.0055323332	0.0587195177	0.0643588197	-0.0762524987	0.0337289057	-0.0405855073	0.0534497017	0.1489178123	-0.0940155838	0.1260245371	0.0491508605	0.1136456937	0.1322255253	-0.2883973462	0.1064170762	0.061504439	0.0751022294	-0.0530353235	-0.0439757552	-0.0985218411	0.0545596576	0.2021885067	0.0763755029	-0.0410010447	-0.0053171392	-0.1836276641	0.0752990108	0.0746627201	0.0279357478	-0.0618025016	0.093839964	-0.0983236102	-0.0618902734	0.0155758483	-0.0318065233	-0.1628639889	-0.0252164868	0.0274611627	-0.0233505341	0.0004875382	0.0595093727	-0.140324505	-0.0301503876	0.1532816877	-0.0279897793	0.0154624759	-0.0535089086	0.0996409503	0.2143331071	0.1027005613	0.1232775901	0.109629654	-0.0600578505	-0.0095283518	0.0740802856	0.0169216903	-0.1975154071	0.1248268958	-0.1359663408	-0.1277558939	0.049433968	-0.0754235034	-0.0317921134	-0.0496130748	0.0812251099	0.0218096329	-0.0074989668	-0.0081977857	0.0551624027	-0.0008414338	-0.1197905408	-0.0765624658	-0.1218063495	0.0505967745	0.0259445581	-0.0728398956	0.1034414224	0.0366662233	-0.0446835199	-0.1082719048	-0.0530473010149847	-0.0026844281736942	0.0028140161449743	7.206154619723181e-06	0.0338502776540821	0.0203533479722893	0.000414258773681	0.0011458412972584	0.0547293971415712	0.0639673121982724	0.0040918170298712	0.0029953069114798	0.0014179329094554	-0.0010959966903953	1.20120874535767e-06	2.010533735716656e-06	0.0006109967131273	1.7706129062999363e-06	3.733169834523641e-07	3.135070063955908e-12	-0.001410935425385	8.334204369998821e-07	1.990738774606351e-06	6.945896248090744e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.7434469758764	-0.439767025687388	0.1933950368819318	847768.4951490185	1073.87209457226	-2.926762955912181	1153201.275501013	8.56594140009981	854.5488593288484	1.0687083862906093	1.142137614927878	730253.7529802358	873.3228273258271	756.953974912196	0.805739	16.952066	0.1091952344320492	0.0585705449911605	0.0944418662	-0.1470996645	-0.0488017866	-0.0663988235	0.0036992034	0.1533258343	0.0363748925	-0.1474814171	-0.05970213	0.0524439605	0.1257175631	-0.0381076158	0.055874917	0.0349739963	0.0138095925	-0.0482586501	-0.123829422	0.0734918425	0.0849763427	0.0520936855	-0.0066622377	-0.1149285664	0.0682956181	0.1264907403	0.0473124631	-0.0392653613	-0.0215910526	-0.0078901751	-0.0932361623	0.1542022961	-0.0227712649	-0.0521301875	-0.1947569974	0.0284205451	0.0066444278	0.2094754995	-0.0320040661	-0.0803946014	0.0417898203	0.050739675	-0.0447197547	0.0334034888	-0.0753206524	-0.1170042171	0.067670866	-0.0208933456	-0.0101664864	-0.1131107276	0.0080885168	0.1303794726	0.01140792	-0.0021879865	0.0964207978	-0.1004023043	0.0144750706	0.0647009265	-0.0560219219	-0.0730124679	-0.0190687875	-0.0415925778	-0.0997354857	0.0111606221	-0.1204969773	-0.1623539592	0.020528755	0.0400171551	-0.0258254259	0.0126275001	-0.1081056576	0.1185227756	-0.028926884	-0.1259532721	0.0173610777	-0.0902712676	-0.0287381596	-0.0203302248	0.0478389656	0.0024988076	-0.1844838498	0.0488585746	-0.1280418266	-0.0934031434	0.0059814757	-0.0291309715	-0.029524753	0.0173553207	0.1149143587	-0.0004858582	0.1336931425	-0.071517766	0.0211186528	-0.0146951693	-0.1204197569	0.0120898997	-0.0465544469	0.0747360532	-0.0668785053	-0.0267589996	0.1013839798	0.0301376669	-0.0540487397	-0.1150284477	-0.0432786268724214	0.0097686741425633	0.0018730395439622	9.54269945035848e-05	0.059903473566365	0.0260531959122829	0.0006787690172437	0.0035884261453161	0.0774053365451692	0.022675939403598	0.0005141982278356	0.0059915861256709	0.0006058704001099	-0.0008120625093455	6.594455190845105e-07	3.6707894172933036e-07	0.0006121335429041	1.1368297768000026e-06	3.747074743483256e-07	1.2923819414191437e-12	-0.0012101862650352	0.0002007491603498	1.4645507960798472e-06	4.030022538114976e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.0173177965432	3.2738708206668434	10.71823015041379	853808.003587918	1080.378055358201	6.505960785940943	1167216.742499568	42.32752574820129	855.7002119116605	1.1513525828121374	1.3256127699481797	732222.8526656607	874.6637305679568	771.9229537257442	0.8097569999999998	17.036596	0.0752829081990017	0.0383063951560828	0.0443951575	-0.1384506193	-0.0131229945	-0.0818581747	0.0258130096	0.0641987845	0.045831116	-0.1417352164	-0.0060598466	0.0132798099	0.1234932928	-0.0324673517	0.0116458919	-0.0248009526	0.0148688483	-0.064430136	-0.1300950959	0.0126576771	0.0373477515	0.0995189213	0.062148873	-0.0754434183	-0.037729728	0.1336759496	0.0729923075	0.0366954417	0.0123467879	-0.0100714038	-0.0598787104	-0.0547764941	-0.023668154	0.0412819114	-0.1089742941	-0.0331198428	0.1839285839	0.0074105405	-0.1671633261	0.0143831409	-0.1002838463	0.0795986814	-0.0770194044	-0.0265569794	-0.0068952118	0.0583075221	0.0872060345	0.0417848861	-0.0185009476	-0.123316754	0.0148567963	0.0881483311	-0.0449087361	0.0037587363	0.0256342632	0.0015130661	-0.0583377743	0.0100437005	-0.1262530076	-0.0954867769	-0.0144753772	-0.0549928416	-0.0318267386	0.0460480256	-0.1051035821	-0.0657192965	0.0170417925	-0.0885759152	-0.0815405345	-0.1963314275	-0.1218468137	0.0695878135	0.0856369011	-0.0763991799	0.1165721761	-0.0890714347	-0.0495336564	0.0039493601	0.0448277104	0.0214878678	-0.1473954701	0.101228592	-0.0741035749	-0.1182754855	0.0362012344	-0.0376348543	0.0102573712	-0.0136585662	0.0404799634	0.0336831788	0.0625660178	-0.0407259107	0.0269860751	-0.0905092255	-0.1749976377	0.004308028	-0.0623501377	0.0197296437	0.0215637477	0.0083407216	0.0992570537	0.0235265052	-0.063080731	-0.1205247148	-0.0417866906001762	0.0014919362722451	0.0017461275113148	2.2258738404408973e-06	0.0473116402266668	-0.0125918333396982	0.0001585542668547	0.0022383913009375	0.0480327018956359	-0.0293726346495333	0.0008627516662549	0.002307140451395	0.0009246970022223	0.0003188266021124	1.0165040221453865e-07	8.550645459189083e-07	0.0003359606846549	-0.0002761728582492	1.1286958163378917e-07	7.627144763353271e-08	-0.0011686556466463	4.153061838889989e-05	1.3657560204382818e-06	1.7247922637644296e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.6439601997462	-0.3733575967970637	0.1393958950860788	853118.1652134703	1078.851975001646	-1.526080356554985	1163921.5839649525	2.32892125466299	856.2971860948618	0.5969741832012687	0.3563781754088219	733244.8709139783	875.1814906486783	770.9668018973904	0.834199	17.550827	0.0267315279486515	0.0145736786937575	0.0303946402	-0.1278976856	-0.0039226469	-0.0288215294	0.0251243759	0.0483071513	0.0654266875	-0.0839902588	0.0014451814	0.0500563385	0.0705940588	-0.0383357271	0.0182464876	-0.0305715632	0.032138364	-0.0523111947	-0.0504080642	0.0099809449	-0.0517932291	0.1451717383	0.0828861145	0.0419377977	0.0169670325	7.24444e-05	0.0175240312	0.0744913855	-0.1323222152	-0.0498378041	0.0417493303	0.0572344805	0.038099101	-0.0184489263	0.0494570696	-0.1483873149	-0.0239520892	-0.095924711	-0.0595218021	-0.0759587691	-0.116369341	-0.0805654243	-0.077192	-0.1312183513	0.042724383	-0.0302440857	-0.1738019162	0.0480366361	-0.0330243573	-0.081229222	0.0021926979	0.0352909255	-0.1603737791	-0.0071802697	0.0018277952	0.0331084618	-0.0185074986	-0.0051685076	-0.0840673183	0.0702714988	0.0007542735	0.0534868681	0.0743253663	0.0348201867	-0.0061685749	-0.0042649997	0.0846349767	-0.1090310912	0.0349861475	0.0552174849	-0.1163789052	0.1398893683	-0.0403372286	0.1212164471	0.0742518907	0.0659281031	-0.0452863462	-0.0101248222	0.0405297957	0.0233716281	-0.1188026267	0.0635939063	-0.0445571351	-0.1317418785	0.0060578026	-0.0154088564	-0.009996959	0.0250953706	-0.02343859	-0.0267763801	0.0403727903	-0.0786153416	-0.0219237388	-0.1415561986	-0.0867942516	0.1038758571	0.041270916	0.0135828177	0.0839441567	-0.0280897631	0.0970621018	0.016850859	-0.0717238087	-0.124700488	-0.033901072347291	0.0078856182528852	0.0011492827062962	6.218297523023628e-05	0.0483985533890916	0.0010869131624248	1.1813802226522898e-06	0.0023424199701567	0.0457453839435544	-0.0022873179520815	5.231823413914312e-06	0.0020926401521432	0.0010561653585393	0.000131468356317	1.7283928712693682e-08	1.1154852645784482e-06	0.0003314750656757	-4.485618979200017e-06	1.0987571916470963e-07	2.0120777626559403e-11	-0.0009951760503173	0.000173479596329	9.903753711251413e-07	3.0095170342472825e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.0230307324643	0.379070532718174	0.1436944687752402	853818.5613240087	1080.6565378596274	1.8045628579814093	1167818.5528187563	3.256447108406032	856.3731576861919	0.0759715913301306	0.0057716826892323	733374.9852054194	875.1039697751804	780.1368524763319	0.789602	16.612547	0.0470845570080636	0.0236487059581403	0.0044677767	-0.1255613663	-0.0051534837	-0.0481417556	0.0073487319	-0.0056792618	0.1308423059	-0.0926753637	0.0113916164	-0.0155972629	-0.0291180029	-0.1180549022	-0.0611934423	-0.0420064828	0.0590798257	-0.0409783444	-0.1392574944	0.0197936223	-0.049189865	0.0531961687	0.0642055895	-0.0007155303	0.0027082462	-0.0109654677	-0.0080080498	0.0558230222	-0.1057143057	0.090068761	0.0988002218	-0.0658756742	-0.1049758218	0.0702978574	0.0563575918	-0.1264387326	0.0459392565	0.0545995696	-0.0496667945	0.055542404	-0.1027180137	-0.0033454368	0.100712645	0.0566002615	0.1353849273	0.0379287255	0.1392953347	0.0473835868	-0.0564193214	-0.1051901003	0.0518839852	0.0653726726	-0.0876238731	-0.0927191007	-0.0124724473	0.0519324313	0.0273574851	0.034036341	0.0014014661	0.0799220358	-0.0552536088	0.0071158222	0.0316534495	0.1003445509	-0.036050248	-0.019478553	0.0986506675	-0.0702571329	-0.1631997525	-0.0925875019	0.0288344778	-0.0074165977	-0.0106977212	0.07713067	-0.0152460321	0.0023667614	-0.0444011423	0.0211367034	0.0352982638	0.0138391357	-0.0910164973	0.0970055177	-0.0119724476	-0.1336588418	0.0201215814	0.0280378731	-0.0086133509	-0.0246301079	-0.0438711405	-0.0183560093	-0.0069838494	-0.0407766698	-0.0245121782	-0.0682942427	-0.0754534429	0.049056711	-0.0106095402	-0.0484653288	0.0782264052	0.0157758546	0.0948006283	0.0101290257	-0.0799246852	-0.1275100165	-0.02114334726582	0.0127577250814709	0.000447041133603	0.0001627595492543	0.0501462248700477	0.001747671480956	3.054355605347265e-06	0.0025146438687173	0.0441245568406429	-0.0016208271029115	2.6270804975324992e-06	0.0019469765163831	0.0008041897313888	-0.0002519756271505	6.349171667788781e-08	6.467211240711902e-07	0.000485185525419	0.0001537104597433	2.354049940761111e-07	2.362690543449665e-08	-0.0007816954703566	0.0002134805799606	6.110478083760261e-07	4.557395802035682e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.5561986590712	-2.466832073393107	6.085260478320935	849265.8272869575	1079.194991893983	-1.4615459656445182	1164661.8305290537	2.136116609691767	855.5740382394905	-0.7991194467014111	0.6385918900963694	732006.9349094292	874.341403300077	763.4338668929206	0.782633	16.465942	0.0942405699721982	0.0534592113192106	0.0443900196	-0.1831830586	-0.0613828874	-0.0295504678	0.0534142593	0.0437669587	0.102359676	-0.0899969726	0.0248963273	-0.0118436556	0.0008101756	-0.0957569046	-0.0047632917	0.0040921376	0.0496095958	-0.0517038693	-0.0934020251	-0.0006470552	0.0706075449	0.0882163151	-0.0064376253	-0.074713369	0.0695738411	0.031282786	-0.0262376442	-0.0455122299	-0.0941541615	-0.1115196134	-0.0200843817	0.0674491722	0.0213491866	-0.0208019241	0.0509073853	-0.0059783062	-0.114540407	-0.1271764304	0.0457185812	-0.0886053048	-0.0178821446	-0.0037389596	0.024023937	0.0455743664	-0.0410866825	-0.0830571023	-0.078933045	0.00845074	-0.0536965957	-0.1272503857	0.0363970436	0.0449558406	-0.0681392839	-0.0211804061	0.0537721582	-0.0749718132	0.00965636	-0.0532146534	-0.020194416	-0.0309909158	0.1175942333	0.0736918603	0.0192553726	0.0134383199	0.1107028255	-0.0172087749	0.0286378317	0.041514423	0.0364792722	0.0785572481	-0.0012958815	0.0930552559	-0.0571231308	0.0590828029	-0.0209422086	0.1494663668	-0.068132452	0.0127988471	0.058501177	-0.0229900797	-0.0822955816	0.0657924786	0.0042609095	-0.0811155362	0.0098766333	0.1080152563	-0.0642833568	0.0074685316	-0.060296873	-0.0098693993	-0.0001737476	-0.0170045836	0.007333175	-0.0749151112	-0.0216457089	0.0629051155	0.0835106983	-0.0427912653	0.0654765251	-0.0268852139	0.0924741833	0.0033794295	-0.0876327994	-0.1289225186	0.0020035831713016	0.0231469304371216	4.014345524322976e-06	0.0005357803886609	0.0464340673234318	-0.0037121575466158	1.378011365089737e-05	0.0021561226081969	0.0383564195773971	-0.0057681372632458	3.327140748764474e-05	0.0014712149227973	0.0016425919994734	0.0008384022680846	7.029183631294015e-07	2.698108476734022e-06	0.0004461498160377	-3.903570938129999e-05	1.9904965835047357e-07	1.5237866069013123e-09	-0.0004268665533182	0.0003548289170384	1.822150543417597e-07	1.259035603666438e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.493960877848	3.937762218776811	15.505971291626077	856539.0716213677	1081.5194235812412	2.3244316872583117	1169684.2635835002	5.40298266873052	856.3805375571663	0.8064993176758435	0.6504411494116011	733387.6251067012	875.2230184039721	771.250924047423	0.773089	16.265137	0.0393979046328721	0.0282204195598627	-0.00237503	-0.1518731572	-0.0364705773	-0.0003685916	0.0230133614	0.012093227	0.0592033434	-0.099057322	-0.0409104324	0.059326316	-0.0094403389	-0.028972128	0.0635811497	-0.020140821	0.0183208063	-0.0507110962	-0.0823326424	0.0040741342	-0.0903058671	0.0704851938	-0.0118100851	-0.0400514481	0.1078848828	-0.1077646767	0.1973898564	0.0153186401	-0.0453410215	-0.0445450885	0.1958245258	-0.0592200419	0.0868429729	-0.1058644702	0.0935650559	-0.0681139044	-0.1401181567	0.0291432606	-0.0045799771	-0.0728475729	0.0056524739	-0.0653785971	0.0989708841	0.1633324169	-0.0636447419	0.0410486665	0.0062402442	0.0300379485	-0.0287997021	-0.0937940277	-0.0174095171	0.0478734307	-0.0917790657	-0.0811629652	-0.061440381	-0.0645575916	0.0117477365	-0.0486946636	-0.1845439963	-0.0247056136	-0.0638859694	0.099083736	0.1038711718	-0.1138603148	0.0126088887	0.122307506	0.0988820086	-0.03266915	0.0002998548	0.1315337032	-0.1165636988	-0.0497666813	-0.1960216962	0.032840842	-0.1533066392	0.137394278	-0.0626592047	0.0331873338	0.0511268262	-0.0096733242	-0.0337714163	0.0695717597	0.0427829077	-0.0972516282	-0.0040014191	0.0905174612	-0.0384406313	-0.0425850738	-0.1337911327	0.039180873	0.0410259949	0.0162004447	0.0374921405	0.0521511159	-0.0054167856	-0.0224759957	0.1365535944	-0.0129317515	0.0881367345	-0.0217666554	0.090084361	-0.0033794295	-0.0948006283	-0.1289225186	0.0019631963050272	-4.038686627439976e-05	3.854139732072451e-06	1.631098967466249e-09	0.0486564596587726	0.0022223923353408	4.939027692181537e-06	0.0023674510665257	0.0360259159845952	-0.0023305035928018	5.431246996062543e-06	0.0012978666225291	0.0011040626309447	-0.0005385293685287	2.900138807679204e-07	1.2189542930485329e-06	0.0003152788827793	-0.0001308709332583	9.94007739265636e-08	1.712720117192458e-08	-0.0004001744183362	2.6692134982000005e-05	1.60139565090716e-07	7.124700698973083e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.5719911191304	-0.921969758717637	0.8500282359898578	854833.3667619934	1085.708129454195	4.188705872953733	1178762.1423629269	17.545256890117095	855.5685821340189	-0.811955423147424	0.6592716091785124	731997.5987348155	874.7483269534404	779.0843297303459	0.8038389999999999	16.912092	0.0194464075809551	0.0123675270642125	-0.0262017972	-0.1402279814	-0.0156222892	-0.0077175965	-0.0417794838	-0.0083550482	0.0874340224	-0.1132483603	0.0068127109	0.070403404	-0.0219937893	-0.0464063838	-0.0086727011	0.0179619213	0.0498805378	-0.0211708655	-0.1263065493	0.0081374855	-0.042106821	0.0973958525	-0.0230747059	0.0292897874	0.0738546272	-0.0500204982	0.041242921	-0.0247275647	-0.0792841759	0.0071610212	-0.0346456367	0.0403798192	-0.0614877115	0.0384248978	0.1498070519	0.0371473791	-0.0870607123	0.177298403	0.0881619492	0.0323115983	0.0268004928	-0.0760805186	-0.0738869083	0.1009165234	0.2341551853	0.2045114087	-0.0077295057	0.0064307859	-0.0419201243	-0.1035291494	0.0306698329	0.0887860774	-0.0858444872	-0.0683739312	-0.0216347466	-0.0269206529	0.0764462687	0.0180979139	0.0135603283	-0.0041148215	-0.0481442379	0.0338252673	0.03609395	0.0380777598	-0.0813262406	-0.0506271081	0.1234738527	0.0917323332	0.1608949682	-0.1197710467	-0.0210411823	-0.1181851294	-0.070168005	0.0315778694	0.1554966102	0.0095252209	-0.066440188	0.0197008821	0.0424879834	-0.0243795541	-0.0704298064	0.0192118112	0.043860925	-0.0661210268	0.0162545853	0.0795003267	0.0229675783	0.0339028799	-0.0026023542	-0.0068940767	-0.003158399	-0.0217215915	0.0003256215	0.0207605192	-0.0295637081	-0.0697920914	0.053071037	-0.0609053944	-0.074577251	0.0070260453	0.0876327994	-0.0101290257	-0.1013839798	-0.1275100165	0.0019562196776234	-6.976627403800038e-06	3.826795427121e-06	4.867332993145366e-11	0.0537556815182114	0.0050992218594387	2.6002063571778483e-05	0.0028896732954873	0.0259372411592977	-0.0100886748252975	0.0001017813597305	0.0006727404789555	0.0011890630745051	8.50004435604e-05	7.2250754054647474e-09	1.413870995151521e-06	0.0003152620949491	-1.6787830200038368e-08	9.939018851169533e-08	2.8183124282532033e-16	-0.0004001878723219	-1.3453985700040765e-08	1.6015033315352939e-07	1.810097312169013e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.7424189162604	-0.8295722028700538	0.6881900397746737	853300.0565052639	1081.0696387130222	-4.638490741172745	1168711.5637471045	21.515596355945284	855.3192429264415	-0.2493392075774636	0.0621700404353575	731571.007320261	874.634627622475	768.4135805889413	0.788253	16.584162	0.0189977532837475	0.0119687588899305	0.0119993822	-0.1021541898	-0.0553268134	-0.0615470561	-0.0512195801	0.0727495317	-0.022013693	-0.123908783	-0.0099031909	-0.0118246999	-0.0617415312	0.0266825238	-0.0559456996	0.0241714105	0.0259792364	-0.036155471	-0.1149787621	0.0008908201	0.0333926195	0.0247342645	-0.1186625602	0.0614436113	0.0520283544	-0.0458154137	-0.0724105643	-0.0288250809	-0.0171237263	0.043534144	-0.0501766025	0.0485796342	-0.06557269	-0.0090366778	0.0317205258	0.0936600447	-0.0023081948	-0.0144544585	0.0506031065	0.0911093302	0.013421377	-0.1522410401	-0.1224744951	-0.205190951	-0.11244715	0.0628811952	-0.098406282	-0.0010381701	-0.0242339485	-0.1000213099	0.0543961519	0.0829158063	0.0278571828	0.0192455234	-0.0447346311	-0.0507125208	0.0855254809	0.0153258723	0.1250987814	0.0111211109	0.0228208533	-0.0023363159	0.0461882559	-0.051685842	0.0004931313	-0.0255417259	-0.0253139704	0.0728006368	0.2052371849	0.0520727115	0.0363302704	-0.023615457	0.1636603578	-0.0397333297	0.031524363	0.0802743741	-0.0499356069	0.0369751665	0.0257764787	-0.0398255583	-0.074770186	0.0143433714	0.0430476406	0.007682969	0.0142792265	0.116130749	0.0248297074	0.023214616	0.0387804581	0.0699493714	0.0551909172	0.1098890723	0.0212894607	0.1103448025	0.1407228554	-0.0949917144	0.1048622016	0.0577497484	-0.1398304471	0.0169574172	0.0851211787	-0.016850859	-0.1073422654	-0.124700488	0.0019871673224969	3.0947644873500005e-05	3.948833967599499e-06	9.57756723216271e-10	0.050125382873631	-0.0036302986445804	1.317906824884229e-05	0.0025125540082281	0.0260149479390463	7.770677974859933e-05	6.038343618897326e-09	0.0006767775162712	0.0013540856692317	0.0001650225947266	2.723245677029971e-08	1.833547999618661e-06	0.0003151343820937	-1.2771285539997428e-07	9.930967877757813e-08	1.6310573434414732e-14	-0.0005402135690308	-0.0001400256967089	2.9183070016499496e-07	1.960719573881285e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
